task_id,architecture,learning_rate,optimizer,batch_size,weight_decay,momentum,dropout_rate,alpha,label_smoothing,grad_clip,test_accuracy,train_accuracy,test_loss,training_time_sec,epochs,is_synthetic
RenderedSST2,MobileNetV2,0.0005466637138009277,Adam,80,5.6315330353599536e-05,,0.11548819306512487,1.0,0.08363550354677203,0.9383778568068123,0.7076000000000001,0.7516172549019609,1.1694553406909112,334.46642684936523,3,Synthetic
CIFAR10,ResNet18,0.00682565454128527,Adam,56,8.990736957364677e-05,,,1.0,,,0.8376,0.8591489361702128,0.6654415696859362,278.5486686229706,3,Synthetic
CIFAR10,ResNet18,0.015723394690163796,Adam,80,8.235220467903761e-05,,,0.9686167189383208,,,0.8376,0.8591489361702128,0.6654415696859359,278.5486686229706,3,Synthetic
CIFAR10,ResNet18,0.005590932841265601,Adam,48,0.0001395494660971556,,,1.0,,,0.8376,0.8591489361702128,0.665441569685936,278.5486686229706,3,Synthetic
CIFAR10,ResNet18,0.006529015108109376,Adam,48,9.909222286783324e-05,,,1.0,,,0.8376,0.8591489361702126,0.665441569685936,278.5486686229706,3,Synthetic
CIFAR10,ResNet18,0.00756065595954506,Adam,64,8.490329249555052e-05,,,0.9978321593682581,,,0.8376,0.8591489361702127,0.6654415696859359,278.5486686229706,3,Synthetic
CIFAR10,ResNet18,0.0012076544350624922,Adam,64,8.600873312299607e-05,,0.09835585294111254,0.9867455561191997,0.09444983455176809,0.9611805905999347,0.734,0.79004,0.9444338157773018,283.2750062942505,3,Synthetic
CIFAR10,ResNet18,0.0017369892033717177,Adam,72,9.029805308342044e-05,,0.11045431606766104,0.9499270765365985,0.11759686956379962,1.055446328829714,0.7076,0.7516172549019607,1.1694553406909107,283.2750062942505,3,Synthetic
CIFAR10,ResNet18,0.0009636175961295978,Adam,64,5.812580913330828e-05,,0.08309848796635293,0.8209112490401417,0.10214414642145561,1.2598772499227637,0.734,0.79004,0.9444338157773018,283.2750062942505,3,Synthetic
CIFAR10,ResNet18,0.0021612005299371305,Adam,72,0.00011888501188500009,,0.07298413398770892,0.9185989300398968,0.08818324372137643,0.9068728602623326,0.734,0.7900400000000001,0.9444338157773018,283.2750062942505,3,Synthetic
CIFAR10,ResNet18,0.0009435794428842652,Adam,56,5.047838628438694e-05,,0.11121865384176301,0.8390885461390291,0.10358870296166725,1.311112400462496,0.7076,0.7516172549019607,1.169455340690911,283.2750062942505,3,Synthetic
CIFAR10,EfficientNetB0,0.0072793452115624945,Adam,16,9.059407624593806e-05,,0.23302878904995714,1.0,,,0.7180000000000001,0.7399999999999999,0.8328956428449599,366.7295627593994,3,Synthetic
CIFAR10,EfficientNetB0,0.006539846654706255,Adam,64,8.515376717633798e-05,,0.19682154937087595,1.0,,,0.718,0.74,0.8328956428449601,366.7295627593994,3,Synthetic
CIFAR10,EfficientNetB0,0.005950513640629025,Adam,64,0.00011753153549871588,,0.23257358974818043,1.0,,,0.718,0.74,0.83289564284496,366.7295627593994,3,Synthetic
CIFAR10,EfficientNetB0,0.011122632428817256,Adam,56,0.00010974114204947736,,0.1897042317350777,1.0,,,0.7180000000000001,0.74,0.8328956428449601,366.7295627593994,3,Synthetic
CIFAR10,EfficientNetB0,0.008801535681279097,Adam,64,9.899448764215191e-05,,0.23378150752316507,0.992290941461727,,,0.718,0.7399999999999999,0.8328956428449602,366.7295627593994,3,Synthetic
CIFAR10,EfficientNetB0,0.0005420572696285668,Adam,80,7.313758050554889e-05,,0.1803870098405354,0.9106508058934761,0.12061657139756227,0.6796488679031957,0.6948000000000001,0.7077200000000001,0.8921602657064794,368.5701923370361,3,Synthetic
CIFAR10,EfficientNetB0,0.0029557134202022636,Adam,80,0.00010801554752900667,,0.19835317998151142,1.0,0.10781683642569008,1.0967823378925086,0.6948000000000001,0.7077199999999999,0.8921602657064794,368.5701923370361,3,Synthetic
CIFAR10,EfficientNetB0,0.001211548246378097,Adam,64,9.341135486318039e-05,,0.19546180149039466,0.9707637579470978,0.11700655145300598,1.0890335083421292,0.6948,0.7077199999999999,0.8921602657064795,368.5701923370361,3,Synthetic
CIFAR10,EfficientNetB0,0.0003621944141456875,Adam,72,0.00010695740647047445,,0.1994387373066231,0.9417222320366672,0.11686169079979021,1.1421289693184287,0.6948,0.7077199999999999,0.8921602657064794,368.5701923370361,3,Synthetic
CIFAR10,EfficientNetB0,0.0007657171835477189,Adam,64,7.149109089850584e-05,,0.1586114550563321,0.9059924163115052,0.11293590208574139,1.142968756806413,0.6948,0.70772,0.8921602657064797,368.5701923370361,3,Synthetic
CIFAR10,MobileNetV2,0.011938858841179345,Adam,72,0.00011951631035369313,,,0.9037777607165571,,,0.8375999999999999,0.8591489361702128,0.6654415696859358,312.18521666526794,3,Synthetic
CIFAR10,MobileNetV2,0.01160882825241087,Adam,72,0.0001297609850626348,,,1.0,,,0.8376000000000001,0.8591489361702129,0.6654415696859359,312.18521666526794,3,Synthetic
CIFAR10,MobileNetV2,0.012771608034903561,Adam,64,0.0001447181393183055,,,0.996021811112641,,,0.8376000000000001,0.8591489361702128,0.6654415696859362,312.18521666526794,3,Synthetic
CIFAR10,MobileNetV2,0.007374266127382585,Adam,56,7.731522740004134e-05,,,0.8987232587538427,,,0.8375999999999999,0.8591489361702127,0.6654415696859359,312.18521666526794,3,Synthetic
CIFAR10,MobileNetV2,0.009513103104758648,Adam,48,8.990962884208444e-05,,,0.7159577999569322,,,0.8376,0.8591489361702127,0.6654415696859359,312.18521666526794,3,Synthetic
CIFAR10,MobileNetV2,0.001076450588526322,Adam,64,7.541142364415136e-05,,0.10988868502648608,1.0,0.0758866020344654,0.8855912832150679,0.7076000000000001,0.7516172549019607,1.1694553406909107,316.4374928474426,3,Synthetic
CIFAR10,MobileNetV2,0.000766705698185936,Adam,48,0.00013317467959350415,,0.09709260791840796,0.9603227738034084,0.0699420645338987,1.095312704531384,0.7340000000000001,0.79004,0.9444338157773018,316.4374928474426,3,Synthetic
CIFAR10,MobileNetV2,0.0006517953895905265,Adam,64,0.00011005428965515126,,0.12040987893757976,0.8036769401321332,0.054707317662687625,1.0275774317130542,0.7076,0.7516172549019607,1.169455340690911,316.4374928474426,3,Synthetic
CIFAR10,MobileNetV2,0.00186241611428534,Adam,80,0.00010751011999445439,,0.09262545721551929,1.0,0.08539680700443297,1.0714536654034328,0.734,0.79004,0.9444338157773018,316.4374928474426,3,Synthetic
CIFAR10,MobileNetV2,0.0011907499372697697,Adam,80,0.0002593877369485092,,0.10588623950768151,0.9236554561438752,0.0996163853171201,0.7346386142666324,0.7076000000000001,0.7516172549019607,1.169455340690911,316.4374928474426,3,Synthetic
CIFAR100,ResNet18,0.007866708082397268,Adam,56,8.344247448500019e-05,,,1.0,,,0.8376000000000001,0.8591489361702128,0.6654415696859359,269.5194182395935,3,Synthetic
CIFAR100,ResNet18,0.007527261684233823,Adam,80,0.00010000725203180595,,,0.9986049518292078,,,0.8376000000000001,0.8591489361702128,0.6654415696859359,269.5194182395935,3,Synthetic
CIFAR100,ResNet18,0.008929266744571524,Adam,64,0.00013297352266008577,,,0.869930467643365,,,0.8376,0.8591489361702128,0.665441569685936,269.5194182395935,3,Synthetic
CIFAR100,ResNet18,0.007966774616886139,Adam,56,6.28231626302949e-05,,,0.8771113210417754,,,0.8376000000000001,0.8591489361702129,0.6654415696859359,269.5194182395935,3,Synthetic
CIFAR100,ResNet18,0.008483340001288071,Adam,72,0.0001094925659748313,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859359,269.5194182395935,3,Synthetic
CIFAR100,ResNet18,0.0013416361069333725,Adam,56,0.00011443797434104745,,0.09845167370601256,1.0,0.09125862013582628,0.6341774262585356,0.7339999999999999,0.79004,0.9444338157773019,274.2640461921692,3,Synthetic
CIFAR100,ResNet18,0.0009546807576480016,Adam,80,0.00013769962090807438,,0.11448096226886756,1.0,0.10132986386442157,1.0295973561108394,0.7076,0.7516172549019607,1.169455340690911,274.2640461921692,3,Synthetic
CIFAR100,ResNet18,0.0008078900495071788,Adam,56,0.0001236989766481079,,0.11805826655753225,0.9790830586478501,0.09324716102722883,1.0000791938284896,0.7076,0.7516172549019609,1.1694553406909112,274.2640461921692,3,Synthetic
CIFAR100,ResNet18,0.001230781772255269,Adam,40,4.5245281160447495e-05,,0.09174194725762626,0.8168931361128762,0.09237789703529034,0.9778329521773793,0.7339999999999999,0.7900400000000001,0.9444338157773019,274.2640461921692,3,Synthetic
CIFAR100,ResNet18,0.0008550918794225939,Adam,80,0.00011194691991398425,,0.10450711539416244,1.0,0.08291750323328848,1.1558667681130403,0.7076,0.7516172549019609,1.169455340690911,274.2640461921692,3,Synthetic
CIFAR100,EfficientNetB0,0.009741713687762716,Adam,72,6.905924870264828e-05,,0.1533872370195181,1.0,,,0.718,0.74,0.83289564284496,336.37817764282227,3,Synthetic
CIFAR100,EfficientNetB0,0.011388366450397187,Adam,48,7.405441782468943e-05,,0.2337630435324431,0.8215882160699008,,,0.7180000000000001,0.7400000000000001,0.8328956428449602,336.37817764282227,3,Synthetic
CIFAR100,EfficientNetB0,0.017636034808615066,Adam,48,0.00012466921449916143,,0.19014144572753047,1.0,,,0.718,0.74,0.8328956428449601,336.37817764282227,3,Synthetic
CIFAR100,EfficientNetB0,0.008286724566272741,Adam,56,0.0001014234339479828,,0.16993437632655584,1.0,,,0.718,0.7399999999999999,0.83289564284496,336.37817764282227,3,Synthetic
CIFAR100,EfficientNetB0,0.008375639364625646,Adam,56,7.093295101135666e-05,,0.1231299902361407,0.9713458356099747,,,0.718,0.7400000000000001,0.8328956428449601,336.37817764282227,3,Synthetic
CIFAR100,EfficientNetB0,0.002300871457504853,Adam,72,9.933707714421083e-05,,0.19211327512375198,1.0,0.10820678672762815,0.8228780777036733,0.6948000000000001,0.70772,0.8921602657064795,331.5075364112854,3,Synthetic
CIFAR100,EfficientNetB0,0.0014694279544806574,Adam,72,0.0001281528571463445,,0.21315427216429184,1.0,0.1100929185395023,1.0887721200612066,0.6948,0.70772,0.8921602657064795,331.5075364112854,3,Synthetic
CIFAR100,EfficientNetB0,0.0008848994736704451,Adam,48,0.00010358070880621989,,0.24647060454485564,0.8141339386519149,0.07798712101371341,1.0247141261854775,0.6948,0.70772,0.8921602657064795,331.5075364112854,3,Synthetic
CIFAR100,EfficientNetB0,0.0010177314579400223,Adam,64,0.00010879111152273076,,0.19330393236095586,1.0,0.07598644032285228,0.8757254462829631,0.6948000000000001,0.7077200000000001,0.8921602657064795,331.5075364112854,3,Synthetic
CIFAR100,EfficientNetB0,0.0009649655953893479,Adam,32,9.41070746915938e-05,,0.24984410497184056,1.0,0.10346051358578026,0.810975285224113,0.6948000000000001,0.7077200000000001,0.8921602657064797,331.5075364112854,3,Synthetic
CIFAR100,MobileNetV2,0.008082501486123883,Adam,56,8.9607254234846e-05,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859359,290.14453196525574,3,Synthetic
CIFAR100,MobileNetV2,0.012124215957481633,Adam,40,0.00010888702972330532,,,1.0,,,0.8376,0.8591489361702128,0.6654415696859359,290.14453196525574,3,Synthetic
CIFAR100,MobileNetV2,0.014825944161580378,Adam,88,7.042653240213447e-05,,,0.8783713733184493,,,0.8376,0.8591489361702127,0.6654415696859359,290.14453196525574,3,Synthetic
CIFAR100,MobileNetV2,0.006476842339502799,Adam,56,0.00011747736328569393,,,1.0,,,0.8375999999999999,0.8591489361702127,0.665441569685936,290.14453196525574,3,Synthetic
CIFAR100,MobileNetV2,0.009741085399523513,Adam,56,0.00010538144106139933,,,0.8747285647554965,,,0.8375999999999999,0.8591489361702127,0.6654415696859359,290.14453196525574,3,Synthetic
CIFAR100,MobileNetV2,0.0020579312008915875,Adam,32,0.00010658878730496877,,0.1303540932884446,1.0,0.09714941447497759,0.9463831865784359,0.7076,0.7516172549019609,1.169455340690911,291.27601051330566,3,Synthetic
CIFAR100,MobileNetV2,0.0009395962853912338,Adam,80,4.6582323552805224e-05,,0.12300150551944489,0.7864064271324782,0.09600021506148379,0.9356133369552008,0.7076,0.7516172549019606,1.169455340690911,291.27601051330566,3,Synthetic
CIFAR100,MobileNetV2,0.0012254145535515104,Adam,32,0.00011730764985452183,,0.13036464434930278,0.7955238993110785,0.10284559251415594,0.9007026733305087,0.7076000000000001,0.7516172549019609,1.1694553406909112,291.27601051330566,3,Synthetic
CIFAR100,MobileNetV2,0.0011584655524581697,Adam,64,8.012672604163991e-05,,0.10731808427306612,1.0,0.09713644312409053,1.1079636913222273,0.7076,0.7516172549019607,1.169455340690911,291.27601051330566,3,Synthetic
CIFAR100,MobileNetV2,0.0006397482399524589,Adam,48,0.00011772301492019785,,0.12226174042803947,1.0,0.09530412954215269,0.9998937108135031,0.7076,0.7516172549019607,1.169455340690911,291.27601051330566,3,Synthetic
Flowers102,ResNet18,0.006492901944799923,Adam,72,0.00013562832355129965,,,0.932186450075038,,,0.8376000000000001,0.8591489361702127,0.6654415696859359,75.44091367721558,3,Synthetic
Flowers102,ResNet18,0.008501463257464844,Adam,64,8.59988163583752e-05,,,0.9900801078061267,,,0.8376,0.8591489361702128,0.665441569685936,75.44091367721558,3,Synthetic
Flowers102,ResNet18,0.02065181722342364,Adam,56,8.835871910701627e-05,,,0.9028687291547262,,,0.8375999999999999,0.8591489361702127,0.6654415696859358,75.44091367721558,3,Synthetic
Flowers102,ResNet18,0.012930901397176441,Adam,56,7.990877602203403e-05,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859359,75.44091367721558,3,Synthetic
Flowers102,ResNet18,0.0163282805976362,Adam,48,5.248309542621661e-05,,,1.0,,,0.8376000000000001,0.8591489361702127,0.665441569685936,75.44091367721558,3,Synthetic
Flowers102,ResNet18,0.0007894153548486768,Adam,72,5.0638969780423485e-05,,0.11338896007448965,0.8183242106078829,0.11096146178599788,1.0021409601754652,0.7076,0.7516172549019607,1.1694553406909107,76.2627592086792,3,Synthetic
Flowers102,ResNet18,0.0007192984600526412,Adam,56,0.00012675006853647813,,0.10158841679672852,1.0,0.1296466087677323,0.7653637582433424,0.7076,0.7516172549019607,1.169455340690911,76.2627592086792,3,Synthetic
Flowers102,ResNet18,0.0017481630223502309,Adam,64,7.331330987669656e-05,,0.08004529561391516,0.971631941383445,0.1138247516788669,0.9808676319433699,0.7340000000000001,0.79004,0.9444338157773019,76.2627592086792,3,Synthetic
Flowers102,ResNet18,0.0016852847191827713,Adam,40,9.958343259256576e-05,,0.08121409833380322,1.0,0.1133033108514595,0.936885730947842,0.7339999999999999,0.79004,0.9444338157773016,76.2627592086792,3,Synthetic
Flowers102,ResNet18,0.0004067878425658194,Adam,64,0.00011628165841003787,,0.10606442132442546,1.0,0.08393419480526428,1.1020324158175674,0.7075999999999999,0.7516172549019607,1.169455340690911,76.2627592086792,3,Synthetic
Flowers102,EfficientNetB0,0.01509649512906864,Adam,32,0.00011167300641197833,,0.18487460506976985,0.9877715990347531,,,0.7179999999999999,0.7399999999999999,0.83289564284496,93.07480669021606,3,Synthetic
Flowers102,EfficientNetB0,0.011275906781345721,Adam,56,7.91852372782022e-05,,0.20102457252464076,0.8369131091705796,,,0.7180000000000001,0.7400000000000001,0.8328956428449602,93.07480669021606,3,Synthetic
Flowers102,EfficientNetB0,0.006872681770622919,Adam,72,6.724830293162553e-05,,0.21998937502727636,1.0,,,0.718,0.74,0.8328956428449601,93.07480669021606,3,Synthetic
Flowers102,EfficientNetB0,0.005509713227192104,Adam,48,0.00015104864883117315,,0.17056503406580956,0.9303393606535919,,,0.718,0.7399999999999999,0.83289564284496,93.07480669021606,3,Synthetic
Flowers102,EfficientNetB0,0.011730300515391113,Adam,72,9.167894381801254e-05,,0.18207469415925076,1.0,,,0.7179999999999999,0.74,0.83289564284496,93.07480669021606,3,Synthetic
Flowers102,EfficientNetB0,0.0018232028581627896,Adam,72,0.00010299073456177088,,0.17575202835077222,0.8754333390165152,0.10783771157898636,1.0627597331333025,0.6948,0.70772,0.8921602657064795,90.5606768131256,3,Synthetic
Flowers102,EfficientNetB0,0.001622705964096531,Adam,72,5.950293514641978e-05,,0.23155842853168757,0.8502909059028381,0.09424043092071473,1.0375300309377542,0.6947999999999999,0.70772,0.8921602657064794,90.5606768131256,3,Synthetic
Flowers102,EfficientNetB0,0.001992279044401036,Adam,112,0.00012331300841061387,,0.19450410143838837,1.0,0.11331483138810755,0.9518998561664213,0.6948,0.70772,0.8921602657064797,90.5606768131256,3,Synthetic
Flowers102,EfficientNetB0,0.0018590100893693202,Adam,64,0.00011875773273344269,,0.21997772756163386,1.0,0.11258410750704419,0.9074120220179616,0.6948,0.70772,0.8921602657064795,90.5606768131256,3,Synthetic
Flowers102,EfficientNetB0,0.0008246217402925251,Adam,40,0.00011639266679669877,,0.22336809510536343,1.0,0.12511738650021306,0.999160597175643,0.6948000000000001,0.70772,0.8921602657064794,90.5606768131256,3,Synthetic
Flowers102,MobileNetV2,0.01259827989135116,Adam,40,8.748537926824461e-05,,,1.0,,,0.8375999999999999,0.8591489361702127,0.6654415696859359,82.64733505249023,3,Synthetic
Flowers102,MobileNetV2,0.013408040742259106,Adam,56,9.755747392530018e-05,,,0.7723189379978785,,,0.8376,0.8591489361702128,0.6654415696859359,82.64733505249023,3,Synthetic
Flowers102,MobileNetV2,0.008839864828711576,Adam,72,0.00012197790970088721,,,1.0,,,0.8376,0.8591489361702128,0.6654415696859359,82.64733505249023,3,Synthetic
Flowers102,MobileNetV2,0.010173398521869756,Adam,64,7.960718432657353e-05,,,1.0,,,0.8376000000000001,0.8591489361702128,0.665441569685936,82.64733505249023,3,Synthetic
Flowers102,MobileNetV2,0.011565008225682794,Adam,64,8.338639678097342e-05,,,0.6769985620193133,,,0.8375999999999999,0.8591489361702127,0.6654415696859359,82.64733505249023,3,Synthetic
Flowers102,MobileNetV2,0.0014607400952296116,Adam,56,7.423078780166261e-05,,0.11040218367870991,0.9411981040121306,0.11589904576069933,1.0925508924365046,0.7076000000000001,0.7516172549019609,1.1694553406909112,83.51826310157776,3,Synthetic
Flowers102,MobileNetV2,0.0012662966032434293,Adam,40,0.00015198195689038028,,0.10391875796850784,0.9446084291130695,0.10215082701013377,0.733564715065252,0.7075999999999999,0.7516172549019607,1.1694553406909107,83.51826310157776,3,Synthetic
Flowers102,MobileNetV2,0.0011515902126311198,Adam,40,6.267580077572129e-05,,0.07716461220673164,1.0,0.09056104909460817,1.2300591564874748,0.734,0.79004,0.9444338157773018,83.51826310157776,3,Synthetic
Flowers102,MobileNetV2,0.0008310551094945361,Adam,32,6.800201290480197e-05,,0.11853717430010409,0.9766152733094998,0.091775690552641,1.024002733877918,0.7076,0.7516172549019609,1.1694553406909107,83.51826310157776,3,Synthetic
Flowers102,MobileNetV2,0.0011892343744314435,Adam,80,0.00016492075669487246,,0.09460347031316373,0.8010928470876942,0.09379802258315087,1.039042075987433,0.734,0.7900400000000001,0.9444338157773018,83.51826310157776,3,Synthetic
DTD,ResNet18,0.0071686300003490815,Adam,48,0.00011260783700338601,,,0.9927021472644323,,,0.8376000000000001,0.8591489361702128,0.6654415696859359,120.8355221748352,3,Synthetic
DTD,ResNet18,0.01011392092142827,Adam,48,9.235072881527275e-05,,,0.8613650283597544,,,0.8375999999999999,0.8591489361702127,0.6654415696859358,120.8355221748352,3,Synthetic
DTD,ResNet18,0.013599713708617466,Adam,80,5.285331782117961e-05,,,0.8605733709711385,,,0.8376000000000001,0.8591489361702126,0.6654415696859359,120.8355221748352,3,Synthetic
DTD,ResNet18,0.0059637662932608805,Adam,48,9.715938090226818e-05,,,0.7825532170452205,,,0.8376,0.8591489361702128,0.6654415696859359,120.8355221748352,3,Synthetic
DTD,ResNet18,0.007273124676956504,Adam,40,0.00010742133211842495,,,1.0,,,0.8376,0.8591489361702127,0.665441569685936,120.8355221748352,3,Synthetic
DTD,ResNet18,0.0007793623296809259,Adam,64,8.279391546563166e-05,,0.09592517334510921,1.0,0.12010691577685523,0.8050628144608604,0.734,0.7900399999999999,0.9444338157773017,126.74311590194702,3,Synthetic
DTD,ResNet18,0.0013318640794910365,Adam,72,6.726063157089137e-05,,0.11228166465632292,1.0,0.0831618279063338,0.8623745768478605,0.7076,0.7516172549019607,1.169455340690911,126.74311590194702,3,Synthetic
DTD,ResNet18,0.0014211805770549312,Adam,64,0.0001209823108471107,,0.10510883824600746,1.0,0.08010291807533376,1.1570976559932173,0.7076,0.7516172549019609,1.1694553406909107,126.74311590194702,3,Synthetic
DTD,ResNet18,0.0014977472894343816,Adam,56,9.850967626125431e-05,,0.07703338746166417,1.0,0.10858086162571216,0.9906713474501033,0.7339999999999999,0.79004,0.9444338157773017,126.74311590194702,3,Synthetic
DTD,ResNet18,0.0014745280800277606,Adam,56,0.00012153218979122402,,0.08470503491961827,0.9964671773688643,0.09738468613145747,1.0337961883061413,0.734,0.7900400000000001,0.9444338157773018,126.74311590194702,3,Synthetic
DTD,EfficientNetB0,0.008801789238073654,Adam,56,0.00013301711064968603,,0.18689707288285348,0.7590134348891981,,,0.7180000000000001,0.7400000000000001,0.8328956428449601,147.82878065109253,3,Synthetic
DTD,EfficientNetB0,0.01829943116544694,Adam,80,6.399720837644062e-05,,0.22069123415735584,0.9245537844172985,,,0.718,0.7400000000000001,0.8328956428449601,147.82878065109253,3,Synthetic
DTD,EfficientNetB0,0.010952747774863152,Adam,64,9.222300394993947e-05,,0.17648703003240812,0.8964188421525611,,,0.718,0.74,0.8328956428449601,147.82878065109253,3,Synthetic
DTD,EfficientNetB0,0.00728737665486751,Adam,48,9.770655271964191e-05,,0.17852720032667746,1.0,,,0.718,0.7399999999999999,0.8328956428449602,147.82878065109253,3,Synthetic
DTD,EfficientNetB0,0.016714251304370164,Adam,48,0.00010862032786998206,,0.21499055330908803,1.0,,,0.718,0.7400000000000001,0.8328956428449601,147.82878065109253,3,Synthetic
DTD,EfficientNetB0,0.0010265812636960435,Adam,72,0.0001181238999786816,,0.16287012733018108,1.0,0.11330936255900113,0.8855070843732128,0.6948,0.70772,0.8921602657064797,143.58498573303223,3,Synthetic
DTD,EfficientNetB0,0.0010131895894325302,Adam,72,9.302578882248258e-05,,0.23218934143298037,1.0,0.08821020951047527,0.7928433095269338,0.6948,0.7077200000000001,0.8921602657064795,143.58498573303223,3,Synthetic
DTD,EfficientNetB0,0.0011106387778942995,Adam,72,9.23358769518077e-05,,0.24359781989963103,0.7992091300415127,0.11039377934547417,0.909120876886166,0.6948000000000001,0.70772,0.8921602657064795,143.58498573303223,3,Synthetic
DTD,EfficientNetB0,0.0018109511244989954,Adam,88,7.673649280103382e-05,,0.1835132859227426,1.0,0.09419304025315729,0.9931883173101642,0.6948,0.7077200000000001,0.8921602657064798,143.58498573303223,3,Synthetic
DTD,EfficientNetB0,0.0010088075096690839,Adam,32,9.952330101522757e-05,,0.1793081667780748,0.9260315766400342,0.12165448005203222,0.8115239658581116,0.6948,0.7077200000000001,0.8921602657064795,143.58498573303223,3,Synthetic
DTD,MobileNetV2,0.013242829340305625,Adam,56,9.078966403813907e-05,,,1.0,,,0.8375999999999999,0.8591489361702126,0.6654415696859359,120.04676985740662,3,Synthetic
DTD,MobileNetV2,0.011246249094721916,Adam,72,0.00013971020611661545,,,0.9503037425225016,,,0.8376000000000001,0.8591489361702127,0.665441569685936,120.04676985740662,3,Synthetic
DTD,MobileNetV2,0.008094024118547148,Adam,40,7.51949811497089e-05,,,1.0,,,0.8376000000000001,0.8591489361702127,0.665441569685936,120.04676985740662,3,Synthetic
DTD,MobileNetV2,0.015370993589910691,Adam,40,6.333324504032191e-05,,,1.0,,,0.8375999999999999,0.8591489361702127,0.6654415696859359,120.04676985740662,3,Synthetic
DTD,MobileNetV2,0.012080633916345385,Adam,72,9.157081199385107e-05,,,0.981181860999565,,,0.8376,0.8591489361702128,0.6654415696859359,120.04676985740662,3,Synthetic
DTD,MobileNetV2,0.0011199070330921662,Adam,64,4.646280001349085e-05,,0.0965530055413721,0.872289034860953,0.10262817128362768,1.4477888503905114,0.734,0.79004,0.9444338157773019,123.94925546646118,3,Synthetic
DTD,MobileNetV2,0.0011353304690704096,Adam,56,0.00013748985678654465,,0.1072403183081382,1.0,0.10910275889823506,1.3084815347244312,0.7076,0.7516172549019607,1.1694553406909107,123.94925546646118,3,Synthetic
DTD,MobileNetV2,0.0006766541942324185,Adam,64,7.261782963503855e-05,,0.10833268969513372,0.8621970232770859,0.09373949779592373,0.955736512864314,0.7076000000000001,0.7516172549019609,1.1694553406909107,123.94925546646118,3,Synthetic
DTD,MobileNetV2,0.0014007884472705791,Adam,72,6.503435357537743e-05,,0.10082401166499774,0.8935630217876241,0.08112242633986999,0.9674474424363444,0.7076,0.7516172549019607,1.169455340690911,123.94925546646118,3,Synthetic
DTD,MobileNetV2,0.0008989336238765887,Adam,96,0.00011612999520279187,,0.07933573748868644,0.9152838993743586,0.11532074943144098,1.3132664159304888,0.7340000000000001,0.79004,0.9444338157773018,123.94925546646118,3,Synthetic
EuroSAT,ResNet18,0.005782325128256822,Adam,32,0.0001908293673952241,,,1.0,,,0.8375999999999999,0.8591489361702127,0.6654415696859359,272.1607577800751,3,Synthetic
EuroSAT,ResNet18,0.007408940286986414,Adam,72,4.02381748468668e-05,,,1.0,,,0.8376,0.8591489361702127,0.665441569685936,272.1607577800751,3,Synthetic
EuroSAT,ResNet18,0.011198843621133246,Adam,72,7.045568496692089e-05,,,1.0,,,0.8376,0.8591489361702127,0.6654415696859359,272.1607577800751,3,Synthetic
EuroSAT,ResNet18,0.0072641752054119525,Adam,64,7.340041002280099e-05,,,0.9387848741259669,,,0.8376000000000002,0.8591489361702128,0.665441569685936,272.1607577800751,3,Synthetic
EuroSAT,ResNet18,0.007089697333916025,Adam,72,0.0001345141903085151,,,0.9648069145063879,,,0.8375999999999999,0.8591489361702128,0.6654415696859359,272.1607577800751,3,Synthetic
EuroSAT,ResNet18,0.001013294633683807,Adam,40,9.016727340077932e-05,,0.09924693074437384,1.0,0.08332049461338756,1.2196265858128656,0.734,0.79004,0.9444338157773016,271.2078950405121,3,Synthetic
EuroSAT,ResNet18,0.0014110059965789208,Adam,64,0.00018356653359162338,,0.10558158208910295,1.0,0.09920319020473682,1.1835353323627942,0.7076000000000001,0.7516172549019607,1.169455340690911,271.2078950405121,3,Synthetic
EuroSAT,ResNet18,0.001460395306436133,Adam,48,6.340351790402448e-05,,0.09695529043906514,0.879994215340353,0.09904713138076968,1.185615720202621,0.734,0.79004,0.9444338157773018,271.2078950405121,3,Synthetic
EuroSAT,ResNet18,0.0008538956382625464,Adam,56,0.00010202435187084125,,0.11272646323307928,0.6629665999023092,0.09089949557852056,1.0316925538419208,0.7076,0.7516172549019609,1.169455340690911,271.2078950405121,3,Synthetic
EuroSAT,ResNet18,0.0015136026760580168,Adam,56,5.23019075122401e-05,,0.10929567168949204,0.9046956416761556,0.08215500011364459,0.9063481915430164,0.7076000000000001,0.7516172549019609,1.1694553406909112,271.2078950405121,3,Synthetic
EuroSAT,EfficientNetB0,0.009382556767058405,Adam,48,4.6683727540552604e-05,,0.226911985906614,1.0,,,0.718,0.74,0.83289564284496,342.6530785560608,3,Synthetic
EuroSAT,EfficientNetB0,0.012523574482816494,Adam,40,9.32774584363867e-05,,0.19980436054311626,1.0,,,0.718,0.74,0.83289564284496,342.6530785560608,3,Synthetic
EuroSAT,EfficientNetB0,0.012596534418179138,Adam,48,0.00010287261218310419,,0.21371841213845724,1.0,,,0.718,0.74,0.83289564284496,342.6530785560608,3,Synthetic
EuroSAT,EfficientNetB0,0.012754868495069946,Adam,72,0.0001029376924551818,,0.24231377435610513,1.0,,,0.7180000000000001,0.7399999999999999,0.8328956428449601,342.6530785560608,3,Synthetic
